date,BDI,BCI,BPI,BSI,BHSI
2013-07-09,763,1527,822,732,496
2013-07-10,771,1525,828,745,501
2013-07-13,782,1523,837,768,508
2013-07-14,787,1516,835,788,512
2013-07-15,798,1515,840,810,519
2013-07-16,812,1506,854,841,528
2013-07-17,824,1503,869,864,536
2013-07-20,837,1496,891,882,544
2013-07-21,844,1482,908,899,549
2013-07-22,855,1479,920,923,556
2013-07-23,866,1475,935,937,563
2013-07-24,874,1466,948,951,568
2013-07-27,879,1449,967,963,571
2013-07-28,884,1416,980,989,575
2013-07-29,896,1404,991,1007,582
2013-07-30,902,1384,1001,1024,586
2013-07-31,908,1369,1011,1035,590
2013-08-03,912,1354,1011,1035,593
2013-08-04,917,1354,1010,1055,596
2013-08-05,922,1361,1014,1054,599
2013-08-06,930,1386,1018,1043,604
2013-08-07,934,1412,1024,1030,607
2013-08-10,934,1427,1024,1016,607
2013-08-11,931,1456,1022,990,605
2013-08-12,926,1475,1017,965,602
2013-08-13,928,1507,1009,949,603
2013-08-18,928,1531,1013,936,603
2013-08-19,944,1561,1045,925,614
2013-08-20,960,1576,1082,930,624
2013-08-21,972,1572,1130,936,632
2013-08-24,975,1547,1159,944,634
2013-08-25,989,1542,1201,957,643
2013-08-26,1006,1534,1260,974,654
2013-08-27,1028,1534,1321,992,668
2013-08-28,1067,1533,1449,1020,694
2013-08-31,1090,1524,1512,1044,708
2013-09-01,1116,1521,1586,1067,725
2013-09-02,1137,1514,1649,1087,739
2013-09-03,1148,1505,1683,1097,746
2013-09-04,1156,1499,1692,1102,751
2013-09-07,1155,1496,1680,1101,751
2013-09-08,1152,1494,1668,1098,749
2013-09-09,1149,1495,1647,1099,747
2013-09-10,1157,1527,1592,1108,752
2013-09-11,1157,1576,1487,1118,752
2013-09-15,1165,1625,1403,1119,757
2013-09-16,1156,1628,1354,1115,751
2013-09-17,1146,1618,1314,1116,745
2013-09-18,1138,1614,1287,1112,740
2013-09-21,1132,1612,1264,1109,736
2013-09-22,1130,1613,1248,1105,734
2013-09-23,1137,1632,1232,1106,739
2013-09-24,1137,1638,1223,1104,739
2013-09-25,1141,1633,1239,1108,742
2013-09-28,1141,1626,1234,1113,742
2013-09-29,1127,1602,1203,1117,733
2013-09-30,1100,1539,1153,1120,715
2013-10-01,1058,1457,1099,1124,688
2013-10-02,1034,1424,1053,1118,672
2013-10-05,1012,1404,1019,1108,658
2013-10-06,986,1377,980,1090,641
2013-10-07,950,1342,942,1054,618
2013-10-08,923,1319,896,1034,600
2013-10-09,904,1298,870,1023,588
2013-10-14,878,1252,851,1008,571
2013-10-15,872,1232,856,1001,567
2013-10-16,877,1223,886,1000,570
2013-10-19,884,1221,915,1000,575
2013-10-20,893,1212,945,1007,580
2013-10-21,902,1196,974,1018,586
2013-10-22,912,1162,1015,1038,593
2013-10-23,924,1148,1033,1061,601
2013-10-26,938,1138,1048,1084,610
2013-10-27,954,1140,1057,1112,620
2013-10-28,972,1145,1061,1146,632
2013-10-29,978,1152,1042,1167,636
2013-10-30,978,1155,1018,1179,636
2013-11-02,978,1160,997,1191,636
2013-11-03,981,1168,975,1207,638
2013-11-04,988,1182,953,1229,642
2013-11-05,994,1184,940,1247,646
2013-11-06,1004,1190,955,1257,653
2013-11-09,1013,1204,965,1264,658
2013-11-10,1063,1290,990,1269,691
2013-11-11,1103,1369,1022,1284,717
2013-11-12,1138,1455,1060,1293,740
2013-11-13,1157,1493,1098,1296,752
2013-11-16,1162,1501,1113,1299,755
2013-11-17,1160,1484,1128,1300,754
2013-11-18,1146,1428,1142,1299,745
2013-11-19,1121,1352,1154,1294,729
2013-11-20,1110,1320,1169,1287,722
2013-11-23,1102,1310,1176,1277,716
2013-11-24,1093,1301,1180,1261,710
2013-11-25,1074,1286,1173,1239,698
2013-11-26,1053,1276,1150,1212,684
2013-11-27,1037,1276,1124,1192,674
2013-11-30,1022,1275,1103,1173,664
2013-12-01,1003,1261,1079,1156,652
2013-12-02,982,1239,1059,1133,638
2013-12-03,958,1224,1030,1099,623
2013-12-04,933,1209,1003,1069,606
2013-12-07,915,1200,982,1047,595
2013-12-08,897,1194,956,1032,583
2013-12-09,878,1181,928,1023,571
2013-12-10,861,1178,905,1010,560
2013-12-11,852,1200,885,995,554
2013-12-14,843,1214,865,982,548
2013-12-15,836,1237,844,966,543
2013-12-16,812,1204,817,946,528
2013-12-17,790,1192,800,906,514
2013-12-18,774,1169,791,886,503
2013-12-21,764,1158,781,877,497
2013-12-22,750,1147,780,865,488
2013-12-23,728,1120,778,856,473
2013-12-24,720,1105,778,847,468
2013-12-25,714,1095,783,841,464
2013-12-28,711,1087,795,838,462
2013-12-29,709,1082,809,833,461
2013-12-30,712,1091,818,833,463
2013-12-31,715,1103,815,845,465
2014-01-01,717,1124,803,853,466
2014-01-05,724,1182,788,857,471
2014-01-06,718,1177,765,858,467
2014-01-07,707,1169,735,855,460
2014-01-08,703,1172,712,857,457
2014-01-11,698,1180,692,852,454
2014-01-12,693,1186,665,849,450
2014-01-13,684,1188,627,845,445
2014-01-14,675,1186,597,837,439
2014-01-15,669,1186,580,832,435
2014-01-18,666,1188,563,827,433
2014-01-19,662,1187,548,821,430
2014-01-20,661,1186,527,825,430
2014-01-21,663,1198,511,828,431
2014-01-22,662,1204,486,834,430
2014-01-25,663,1219,467,839,431
2014-01-26,697,1326,459,843,453
2014-01-27,722,1421,454,845,469
2014-01-28,755,1531,454,850,491
2014-01-29,774,1584,454,847,503
2014-02-01,772,1578,448,847,502
2014-02-02,763,1568,429,847,496
2014-02-03,752,1549,415,844,489
2014-02-04,744,1548,407,836,484
2014-02-05,766,1621,413,830,498
2014-02-08,777,1660,427,825,505
2014-02-09,778,1676,450,818,506
2014-02-10,798,1738,483,810,519
2014-02-11,845,1873,529,802,549
2014-02-12,875,1932,582,795,569
2014-02-15,883,1921,629,791,574
2014-02-16,875,1829,691,789,569
2014-02-17,875,1775,761,787,569
2014-02-18,903,1833,819,783,587
2014-02-19,926,1914,846,776,602
2014-02-22,941,1960,860,768,612
2014-02-23,981,2103,880,754,638
2014-02-24,999,2162,880,746,649
2014-02-25,989,2135,871,740,643
2014-02-26,1010,2217,856,732,656
2014-03-01,1037,2332,838,721,674
2014-03-02,1109,2587,821,716,721
2014-03-03,1088,2530,804,712,707
2014-03-04,1051,2432,790,706,683
2014-03-05,1049,2451,783,699,682
2014-03-08,1048,2460,779,693,681
2014-03-09,1043,2458,772,689,678
2014-03-10,1026,2419,762,678,667
2014-03-11,1000,2355,752,671,650
2014-03-12,986,2304,748,669,641
2014-03-15,971,2261,739,662,631
2014-03-16,947,2186,729,654,616
2014-03-17,916,2098,720,647,595
2014-03-18,916,2119,710,644,595
2014-03-19,940,2203,706,649,611
2014-03-22,965,2283,704,652,627
2014-03-23,985,2327,715,653,640
2014-03-24,1011,2375,756,655,657
2014-03-25,1024,2350,824,664,666
2014-03-26,1036,2347,863,674,673
2014-03-29,1054,2369,879,687,685
2014-03-30,1066,2367,909,695,693
2014-03-31,1073,2335,938,706,697
2014-04-01,1084,2318,965,716,705
2014-04-02,1090,2288,987,724,708
2014-04-05,1094,2277,994,732,711
2014-04-06,1097,2275,995,742,713
2014-04-07,1104,2275,982,751,718
2014-04-08,1097,2241,967,760,713
2014-04-09,1086,2199,953,766,706
2014-04-12,1077,2166,946,772,700
2014-04-13,1054,2095,935,771,685
2014-04-14,1022,2000,922,768,664
2014-04-15,990,1897,913,765,644
2014-04-16,966,1832,907,760,628
2014-04-19,937,1762,900,751,609
2014-04-20,900,1652,886,751,585
2014-04-21,826,1446,866,748,537
2014-04-22,799,1407,844,746,519
2014-04-23,784,1440,812,745,510
2014-04-26,766,1403,789,742,498
2014-04-27,743,1315,767,738,483
2014-04-28,720,1233,740,738,468
2014-04-29,708,1226,710,735,460
2014-04-30,700,1228,686,732,455
2014-05-03,699,1235,675,728,454
2014-05-12,698,1237,662,737,454
2014-05-13,700,1254,652,739,455
2014-05-14,706,1285,646,739,459
2014-05-17,712,1319,646,739,463
2014-05-18,734,1386,659,740,477
2014-05-19,743,1384,692,741,483
2014-05-20,751,1367,729,743,488
2014-05-21,760,1367,747,745,494
2014-05-24,762,1370,748,743,495
2014-05-25,765,1365,742,740,497
2014-05-26,781,1431,729,738,508
2014-05-27,820,1573,718,735,533
2014-05-28,837,1605,715,730,544
2014-05-31,838,1604,711,728,545
2014-06-01,825,1577,705,721,536
2014-06-02,817,1564,702,713,531
2014-06-03,808,1541,699,712,525
2014-06-04,798,1520,694,711,519
2014-06-07,792,1507,689,710,515
2014-06-08,779,1491,679,695,506
2014-06-09,767,1477,666,688,499
2014-06-10,760,1468,654,684,494
2014-06-11,750,1454,641,682,488
2014-06-14,745,1461,631,681,484
2014-06-15,739,1466,630,677,480
2014-06-16,740,1484,635,674,481
2014-06-17,749,1481,674,671,487
2014-06-18,748,1461,701,669,486
2014-06-21,746,1453,715,666,485
2014-06-22,747,1448,727,668,486
2014-06-23,751,1448,759,664,488
2014-06-24,748,1429,784,667,486
2014-06-25,753,1434,808,672,489
2014-06-28,747,1408,821,679,486
2014-06-29,738,1377,835,687,480
2014-06-30,735,1355,851,695,478
2014-07-01,737,1344,867,705,479
2014-07-02,740,1335,885,717,481
2014-07-05,743,1323,898,724,483
2014-07-06,741,1291,915,734,482
2014-07-07,745,1264,936,745,484
2014-07-08,757,1249,965,764,492
2014-07-09,776,1243,1010,781,504
2014-07-12,789,1239,1032,801,513
2014-07-13,806,1246,1053,818,524
2014-07-14,820,1251,1064,837,533
2014-07-15,834,1260,1085,852,542
2014-07-16,843,1262,1097,864,548
2014-07-19,847,1260,1101,876,551
2014-07-20,865,1314,1104,889,562
2014-07-21,875,1314,1110,903,569
2014-07-22,880,1302,1119,913,572
2014-07-23,892,1299,1134,925,580
2014-07-26,899,1295,1143,937,584
2014-07-27,912,1290,1154,950,593
2014-07-28,923,1294,1161,959,600
2014-07-29,930,1290,1173,968,604
2014-07-30,933,1284,1178,978,606
2014-08-02,935,1284,1180,981,608
2014-08-03,931,1275,1175,977,605
2014-08-04,922,1258,1162,965,599
2014-08-05,910,1249,1148,944,592
2014-08-10,896,1229,1127,933,582
2014-08-11,877,1209,1102,924,570
2014-08-12,866,1209,1079,915,563
2014-08-13,861,1215,1068,912,560
2014-08-16,858,1223,1058,907,558
2014-08-17,856,1236,1051,902,556
2014-08-18,859,1250,1054,900,558
2014-08-19,865,1257,1068,901,562
2014-08-20,875,1265,1084,902,569
2014-08-23,876,1257,1096,902,569
2014-08-24,880,1251,1114,900,572
2014-08-25,885,1245,1137,899,575
2014-08-26,885,1238,1150,898,575
2014-08-27,888,1234,1165,902,577
2014-08-30,889,1230,1171,902,578
2014-08-31,885,1220,1163,903,575
2014-09-01,879,1214,1135,905,571
2014-09-02,872,1220,1092,904,567
2014-09-03,871,1246,1054,900,566
2014-09-06,868,1260,1031,895,564
2014-09-07,863,1273,1002,888,561
2014-09-08,862,1279,991,884,560
2014-09-09,873,1322,984,880,567
2014-09-10,878,1344,980,876,571
2014-09-14,889,1393,973,874,578
2014-09-15,892,1408,969,872,580
2014-09-16,889,1398,969,869,578
2014-09-17,884,1382,967,866,575
2014-09-20,879,1370,966,861,571
2014-09-21,872,1360,962,857,567
2014-09-22,861,1338,948,854,560
2014-09-23,850,1334,925,853,552
2014-09-24,841,1326,905,851,547
2014-09-27,836,1317,892,852,543
2014-09-28,830,1321,874,851,540
2014-09-29,829,1333,856,853,539
2014-09-30,828,1339,839,855,538
2014-10-01,826,1350,829,857,537
2014-10-05,822,1346,814,858,534
2014-10-06,818,1348,797,859,532
2014-10-07,811,1339,782,865,527
2014-10-08,809,1336,772,871,526
2014-10-11,806,1333,762,873,524
2014-10-12,805,1338,753,877,523
2014-10-13,801,1335,745,880,521
2014-10-14,806,1344,742,885,524
2014-10-15,812,1352,741,889,528
2014-10-18,815,1359,743,890,530
2014-10-19,825,1379,754,892,536
2014-10-20,847,1427,785,895,551
2014-10-21,873,1484,809,895,567
2014-10-22,900,1537,835,900,585
2014-10-25,925,1588,853,900,601
2014-10-26,962,1674,867,903,625
2014-10-27,995,1757,883,909,647
2014-10-28,1012,1792,893,916,658
2014-10-29,1027,1822,900,923,668
2014-11-01,1062,1912,909,930,690
2014-11-02,1090,1959,930,937,708
2014-11-03,1125,2061,946,944,731
2014-11-04,1151,2120,964,950,748
2014-11-05,1171,2165,976,954,761
2014-11-08,1179,2176,983,954,766
2014-11-09,1170,2134,985,952,760
2014-11-10,1133,2020,986,943,736
2014-11-11,1103,1936,982,932,717
2014-11-12,1099,1929,977,924,714
2014-11-15,1115,1977,971,920,725
2014-11-16,1120,2012,976,911,728
2014-11-17,1130,2037,993,904,734
2014-11-18,1139,2047,1030,901,740
2014-11-19,1149,2058,1064,897,747
2014-11-22,1151,2052,1084,894,748
2014-11-23,1152,2044,1102,895,749
2014-11-24,1151,2034,1119,894,748
2014-11-25,1146,2006,1130,897,745
2014-11-26,1138,1987,1137,898,740
2014-11-29,1135,1978,1135,902,738
2014-11-30,1127,1956,1124,907,733
2014-12-01,1117,1936,1110,914,726
2014-12-02,1092,1890,1089,917,710
2014-12-03,1082,1873,1071,917,703
2014-12-06,1075,1864,1057,919,699
2014-12-07,1067,1856,1042,916,694
2014-12-08,1062,1881,1025,912,690
2014-12-09,1066,1935,1010,909,693
2014-12-10,1065,1950,990,908,692
2014-12-13,1058,1939,978,908,688
2014-12-14,1046,1907,962,907,680
2014-12-15,1024,1853,948,911,666
2014-12-16,1012,1829,934,913,658
2014-12-17,1001,1813,920,911,651
2014-12-20,996,1805,912,910,647
2014-12-21,1007,1846,906,909,655
2014-12-22,1060,2021,901,910,689
2014-12-23,1091,2099,899,913,709
2014-12-24,1102,2112,897,916,716
2014-12-27,1115,2140,891,917,725
2014-12-28,1145,2218,887,919,744
2014-12-29,1156,2268,880,920,751
2014-12-30,1158,2284,880,925,753
2014-12-31,1165,2312,879,927,757
2015-01-04,1169,2335,880,929,760
2015-01-05,1146,2284,877,934,745
2015-01-06,1136,2256,880,937,738
2015-01-07,1132,2243,883,939,736
2015-01-10,1139,2263,888,939,740
2015-01-11,1168,2344,897,939,759
2015-01-12,1215,2445,909,943,790
2015-01-13,1279,2660,936,952,831
2015-01-14,1352,2799,995,959,879
2015-01-17,1478,3113,1078,965,961
2015-01-18,1541,3255,1158,958,1002
2015-01-19,1628,3431,1213,954,1058
2015-01-20,1621,3397,1250,946,1054
2015-01-21,1636,3446,1277,940,1063
2015-01-24,1651,3480,1292,936,1073
2015-01-25,1740,3691,1319,934,1131
2015-01-26,1822,3838,1354,942,1184
2015-01-27,1860,3924,1384,951,1209
2015-01-28,1904,4018,1421,964,1238
2015-01-31,1947,4111,1476,971,1266
2015-02-01,2021,4253,1566,986,1314
2015-02-02,2127,4329,1706,1012,1383
2015-02-03,2113,4193,1754,1046,1373
2015-02-04,2046,3967,1760,1069,1330
2015-02-07,2003,3853,1755,1079,1302
2015-02-08,1994,3816,1746,1087,1296
2015-02-09,2008,3810,1773,1093,1305
2015-02-10,2047,3878,1821,1101,1331
2015-02-11,2084,3943,1872,1113,1355
2015-02-14,2115,4020,1904,1127,1375
2015-02-15,2146,4085,1945,1145,1395
2015-02-16,2125,3959,1972,1162,1381
2015-02-17,2011,3621,1983,1175,1307
2015-02-18,1985,3527,1980,1182,1290
2015-02-21,1961,3455,1975,1185,1275
2015-02-22,1963,3469,1975,1186,1276
2015-02-23,1965,3478,1983,1199,1277
2015-02-24,1960,3451,2010,1206,1274
2015-02-25,1901,3264,2010,1213,1236
2015-02-28,1878,3200,2003,1221,1221
2015-03-01,1847,3110,1988,1228,1201
2015-03-02,1786,2943,1960,1243,1161
2015-03-03,1708,2775,1909,1252,1110
2015-03-04,1671,2681,1856,1258,1086
2015-03-07,1619,2526,1807,1260,1052
2015-03-08,1551,2340,1744,1266,1008
2015-03-09,1484,2164,1672,1268,965
2015-03-10,1504,2245,1624,1269,978
2015-03-11,1525,2316,1589,1273,991
2015-03-14,1552,2400,1570,1280,1009
2015-03-15,1600,2553,1575,1285,1040
2015-03-16,1602,2554,1572,1291,1041
2015-03-17,1593,2533,1553,1305,1035
2015-03-18,1581,2514,1525,1315,1028
2015-03-21,1564,2506,1503,1320,1017
2015-03-22,1543,2473,1471,1321,1003
2015-03-23,1531,2455,1437,1325,995
2015-03-24,1517,2397,1401,1339,986
2015-03-25,1507,2377,1373,1354,980
2015-03-28,1500,2366,1347,1360,975
2015-03-29,1495,2366,1318,1363,972
2015-03-30,1527,2511,1311,1371,993
2015-03-31,1499,2447,1311,1378,974
2015-04-01,1483,2390,1327,1393,964
2015-04-04,1492,2391,1351,1404,970
2015-04-05,1512,2399,1390,1418,983
2015-04-06,1573,2496,1471,1441,1022
2015-04-07,1719,2848,1571,1458,1117
2015-04-08,1821,3089,1621,1475,1184
2015-04-11,1865,3194,1651,1488,1212
2015-04-12,1922,3316,1695,1507,1249
2015-04-13,1994,3481,1749,1522,1296
2015-04-14,2145,3843,1819,1531,1394
2015-04-15,2176,3842,1873,1552,1414
2015-04-18,2183,3831,1904,1557,1419
2015-04-19,2237,4011,1945,1554,1454
2015-04-20,2299,4210,1997,1560,1494
2015-04-21,2337,4291,2030,1562,1519
2015-04-22,2330,4246,2040,1553,1514
2015-04-25,2292,4065,2026,1546,1490
2015-04-26,2225,3818,1969,1541,1446
2015-04-27,2156,3638,1893,1517,1401
2015-04-28,2134,3596,1831,1499,1387
2015-04-29,2208,3875,1807,1482,1435
2015-05-02,2247,3996,1784,1468,1461
2015-05-03,2277,4078,1775,1453,1480
2015-05-12,2113,3733,1730,1330,1373
2015-05-13,2036,3531,1701,1276,1323
2015-05-16,1951,3287,1676,1239,1268
2015-05-17,1876,3017,1645,1204,1219
2015-05-18,1826,2818,1625,1191,1187
2015-05-19,1706,2500,1599,1188,1109
2015-05-20,1512,2101,1576,1190,983
2015-05-23,1395,1857,1553,1191,907
2015-05-24,1370,1832,1535,1189,890
2015-05-25,1374,1862,1529,1182,893
2015-05-26,1398,1929,1526,1175,909
2015-05-27,1421,2026,1521,1165,924
2015-05-30,1428,2082,1510,1154,928
2015-05-31,1369,1973,1488,1141,890
2015-06-01,1322,1880,1455,1130,859
2015-06-02,1271,1775,1428,1121,826
2015-06-03,1246,1723,1398,1112,810
2015-06-06,1217,1673,1374,1098,791
2015-06-07,1177,1577,1349,1079,765
2015-06-08,1148,1531,1332,1056,746
2015-06-09,1127,1527,1311,1018,733
2015-06-10,1110,1524,1300,996,722
2015-06-13,1093,1516,1290,975,710
2015-06-14,1084,1513,1278,961,705
2015-06-15,1086,1544,1272,948,706
2015-06-16,1092,1575,1272,937,710
2015-06-17,1091,1588,1270,929,709
2015-06-20,1096,1611,1272,929,712
2015-06-21,1091,1581,1289,928,709
2015-06-22,1085,1548,1292,938,705
2015-06-23,1097,1557,1283,965,713
2015-06-24,1106,1554,1281,998,719
2015-06-27,1130,1625,1279,1026,734
2015-06-28,1146,1667,1270,1049,745
2015-06-29,1160,1690,1255,1068,754
2015-06-30,1164,1680,1236,1087,757
2015-07-01,1175,1701,1220,1098,764
2015-07-04,1174,1707,1198,1096,763
2015-07-05,1197,1775,1164,1096,778
2015-07-06,1222,1912,1132,1097,794
2015-07-07,1250,2049,1103,1100,812
2015-07-08,1258,2084,1079,1103,818
2015-07-11,1276,2180,1060,1107,829
2015-07-12,1325,2326,1042,1115,861
2015-07-13,1391,2596,1034,1116,904
2015-07-14,1480,2830,1037,1122,962
2015-07-15,1543,2980,1055,1131,1003
2015-07-18,1562,3023,1068,1137,1015
2015-07-19,1580,3045,1084,1149,1027
2015-07-20,1453,2600,1082,1159,944
2015-07-21,1468,2654,1085,1173,954
2015-07-22,1477,2677,1092,1183,960
2015-07-25,1481,2691,1095,1191,963
2015-07-26,1518,2818,1098,1198,987
2015-07-27,1570,2982,1099,1200,1020
2015-07-28,1621,3129,1100,1205,1054
2015-07-29,1599,3036,1092,1209,1039
2015-08-01,1602,3055,1087,1207,1041
2015-08-02,1578,2993,1069,1201,1026
2015-08-03,1496,2761,1044,1180,972
2015-08-04,1412,2579,1001,1139,918
2015-08-05,1373,2557,962,1115,892
2015-08-08,1362,2573,927,1090,885
2015-08-09,1316,2505,883,1068,855
2015-08-10,1273,2418,853,1047,827
2015-08-11,1235,2343,823,1025,803
2015-08-12,1205,2306,809,1003,783
2015-08-15,1186,2293,799,982,771
2015-08-16,1098,2029,788,965,714
2015-08-17,1061,1946,781,949,690
2015-08-18,1029,1865,774,936,669
2015-08-19,1002,1789,770,927,651
2015-08-22,989,1765,765,921,643
2015-08-23,970,1724,764,916,630
2015-08-24,936,1613,778,909,608
2015-08-25,930,1591,797,908,604
2015-08-30,939,1616,813,909,610
2015-08-31,956,1674,824,911,621
2015-09-01,962,1692,836,909,625
2015-09-02,967,1696,848,912,629
2015-09-05,961,1668,852,916,625
2015-09-06,949,1613,856,922,617
2015-09-07,943,1600,854,919,613
2015-09-08,993,1716,853,915,645
2015-09-09,1017,1829,848,915,661
2015-09-13,1022,1691,848,917,664
2015-09-14,1022,1681,851,920,664
2015-09-15,1008,1613,861,918,655
2015-09-16,997,1541,879,909,648
2015-09-19,987,1483,891,905,642
2015-09-20,982,1453,912,904,638
2015-09-21,1002,1496,947,904,651
2015-09-22,1021,1546,992,901,664
2015-09-23,1027,1530,1016,899,668
2015-09-26,1022,1494,1029,896,664
2015-09-27,1010,1431,1035,891,656
2015-09-28,988,1354,1030,884,642
2015-09-29,966,1302,1003,872,628
2015-09-30,964,1358,978,866,627
2015-10-04,973,1457,948,855,632
2015-10-05,954,1405,918,846,620
2015-10-06,940,1379,884,839,611
2015-10-07,936,1395,853,830,608
2015-10-10,934,1429,828,829,607
2015-10-11,948,1545,798,829,616
2015-10-12,959,1604,770,821,623
2015-10-13,977,1689,741,811,635
2015-10-14,989,1739,712,802,643
2015-10-17,999,1846,697,797,649
2015-10-18,1004,1903,684,787,653
2015-10-19,973,1864,664,774,632
2015-10-20,939,1792,621,760,610
2015-10-21,906,1730,570,748,589
2015-10-24,886,1695,531,740,576
2015-10-25,858,1676,503,724,558
2015-10-26,867,1767,482,715,564
2015-10-27,902,1919,464,708,586
2015-10-28,904,1950,451,704,588
2015-10-31,886,1896,442,701,576
2015-11-01,867,1848,437,694,564
2015-11-02,846,1799,424,687,550
2015-11-03,824,1748,414,679,536
2015-11-04,831,1773,410,678,540
2015-11-07,850,1871,414,675,552
2015-11-08,894,2045,436,676,581
2015-11-09,890,1999,474,677,578
2015-11-10,890,1935,544,680,578
2015-11-11,893,1864,625,682,580
2015-11-14,888,1808,663,686,577
2015-11-15,881,1755,687,687,573
2015-11-16,863,1648,692,684,561
2015-11-17,836,1523,685,681,543
2015-11-18,814,1465,662,679,529
2015-11-21,798,1422,650,675,519
2015-11-22,782,1377,628,671,508
2015-11-23,755,1289,606,666,491
2015-11-24,738,1248,588,660,480
2015-11-25,732,1235,571,659,476
2015-11-28,724,1194,561,659,471
2015-11-29,723,1191,561,661,470
2015-11-30,727,1198,568,661,473
2015-12-01,732,1201,579,666,476
2015-12-02,739,1193,589,679,480
2015-12-05,743,1187,598,684,483
2015-12-06,747,1195,606,688,486
2015-12-07,754,1200,607,704,490
2015-12-08,755,1195,600,716,491
2015-12-09,751,1176,593,728,488
2015-12-12,753,1178,592,740,489
2015-12-13,755,1163,591,753,491
2015-12-14,759,1153,591,767,493
2015-12-15,765,1150,597,785,497
2015-12-16,777,1166,605,804,505
2015-12-19,792,1197,615,819,515
2015-12-20,836,1350,631,829,543
2015-12-21,871,1546,654,845,566
2015-12-22,942,1882,717,861,612
2015-12-23,1015,2151,780,877,660
2015-12-26,1042,2254,812,889,677
2015-12-27,1040,2256,814,902,676
2015-12-28,1061,2380,805,912,690
2015-12-29,1096,2578,795,925,712
2015-12-30,1088,2535,789,937,707
2016-01-03,1070,2430,785,944,696
2016-01-04,1063,2366,788,952,691
2016-01-05,1119,2551,818,963,727
2016-01-06,1147,2627,846,970,746
2016-01-09,1151,2606,862,977,748
2016-01-10,1149,2568,878,983,747
2016-01-11,1142,2489,894,988,742
2016-01-12,1147,2464,902,993,746
2016-01-13,1155,2483,906,997,751
2016-01-16,1166,2519,915,995,758
2016-01-17,1197,2596,917,1001,778
2016-01-18,1197,2602,894,1003,778
2016-01-19,1186,2570,874,1000,771
2016-01-20,1181,2546,855,1006,768
2016-01-23,1173,2523,840,1016,762
2016-01-24,1150,2442,824,1028,748
2016-01-25,1124,2342,810,1031,731
2016-01-26,1089,2192,800,1030,708
2016-01-27,1075,2112,796,1029,699
2016-01-30,1077,2118,791,1032,700
2016-01-31,1073,2077,782,1041,697
2016-02-01,1056,1967,780,1045,686
2016-02-02,1038,1837,781,1046,675
2016-02-03,1049,1852,788,1053,682
2016-02-06,1062,1922,793,1054,690
2016-02-07,1063,1915,807,1051,691
2016-02-08,1055,1853,833,1045,686
2016-02-09,1041,1788,857,1033,677
2016-02-10,1037,1758,866,1028,674
2016-02-13,1029,1735,868,1017,669
2016-02-14,1015,1698,863,1007,660
2016-02-15,991,1632,849,993,644
2016-02-16,974,1580,844,980,633
2016-02-17,963,1544,844,970,626
2016-02-20,954,1521,848,959,620
2016-02-21,948,1485,864,952,616
2016-02-22,935,1376,888,944,608
2016-02-23,930,1315,918,933,604
2016-02-24,944,1362,943,923,614
2016-02-27,973,1512,972,916,632
2016-02-28,1090,2003,1008,911,708
2016-02-29,1136,2186,1041,907,738
2016-03-01,1155,2258,1073,906,751
2016-03-02,1192,2422,1094,900,775
2016-03-05,1285,2852,1110,899,835
2016-03-06,1395,3436,1145,898,907
2016-03-07,1428,3560,1174,896,928
2016-03-08,1424,3534,1194,891,926
2016-03-09,1428,3552,1205,892,928
2016-03-12,1456,3640,1213,889,946
2016-03-13,1484,3781,1210,888,965
2016-03-14,1464,3702,1196,888,952
2016-03-15,1436,3612,1177,886,933
2016-03-16,1437,3661,1156,881,934
2016-03-19,1418,3613,1141,879,922
2016-03-20,1370,3419,1124,876,890
2016-03-21,1327,3229,1107,873,863
2016-03-22,1264,2972,1087,873,822
2016-03-23,1256,2931,1063,875,816
2016-03-26,1264,2971,1044,875,822
2016-03-27,1296,3106,1035,881,842
2016-03-28,1306,3127,1030,904,849
2016-03-29,1332,3130,1028,926,866
2016-03-30,1324,3038,1030,942,861
2016-04-02,1317,2975,1033,956,856
2016-04-03,1313,2963,1038,970,853
2016-04-04,1239,2612,1047,980,805
2016-04-05,1187,2347,1071,984,772
2016-04-06,1153,2151,1091,986,749
2016-04-09,1137,2025,1094,989,739
2016-04-10,1119,1898,1088,987,727
2016-04-11,1079,1677,1077,984,701
2016-04-12,1019,1452,1067,980,662
2016-04-13,982,1282,1058,971,638
2016-04-16,952,1165,1051,969,619
2016-04-17,933,1075,1036,966,606
2016-04-18,911,979,1018,960,592
2016-04-19,887,879,997,953,577
2016-04-20,863,763,973,950,561
2016-04-23,845,659,952,947,549
2016-04-24,838,617,934,942,545
2016-04-25,827,571,918,932,538
2016-04-26,814,517,903,925,529
2016-04-27,803,488,882,917,522
2016-04-30,794,480,866,906,516
2016-05-01,788,472,848,897,512
2016-05-02,782,474,832,887,508
2016-05-11,771,456,804,884,501
2016-05-14,761,442,789,873,495
2016-05-15,758,432,771,861,493
2016-05-16,744,397,758,843,484
2016-05-17,724,335,754,820,471
2016-05-18,709,311,743,800,461
2016-05-21,723,373,742,778,470
2016-05-22,762,537,745,763,495
2016-05-23,757,557,746,752,492
2016-05-24,749,585,746,735,487
2016-05-25,741,620,739,716,482
2016-05-28,739,662,731,699,480
2016-05-29,753,752,721,684,489
2016-05-30,770,971,706,673,500
2016-05-31,751,965,686,659,488
2016-06-01,720,887,666,650,468
2016-06-04,703,857,652,642,457
